회사이름,영문명,공시회사명,종목코드,대표자명,법인구분,법인등록번호,사업자등록번호,주소,홈페이지,IR홈페이지,전화번호,팩스번호,업종명,설립일,결산월,popup_id
에이치엘디앤아이한라(주)  정보 더보기  rss,HL D&I HALLA CORPORATION,HL D&I,014790,홍석화  정보 더보기,유가증권시장,110111-0274699,215-81-40656,서울특별시 송파구 올림픽로 289,www.halla.co.kr,,02-3434-5114,3434-5131,도로 건설업,1980-05-02,12월,00161116
신세계건설(주)  정보 더보기  rss,"Shinsegae Engineering & Construction C.,Ltd.",신세계건설,034300,허병훈  정보 더보기,유가증권시장,110111-0759493,201-81-44158,"서울특별시 중구 소월로 10 21,22,24,25층(남대문로5가, 단암빌딩)",httpswww.shinsegae-enc.com,,02-3406-6620,02-3406-6666,비주거용 건물 건설업,1991-03-20,12월,00217947
올릭스 주식회사  정보 더보기  rss,"OliX Pharmaceuticals, Inc.",올릭스,226950,이동기,코스닥시장,135811-0177957,124-86-90516,경기도 성남시 수정구 고등동 608-3 -,www.olixpharma.com,,031-779-8400,031-779-8499,의학 및 약학 연구개발업,2010-02-26,12월,01113718
금호건설(주)  정보 더보기  rss,"KUMHO Engineering & Construction Co., Ltd.",금호건설,002990,조완석  정보 더보기,유가증권시장,110111-0134877,104-81-31309,전라남도 나주시 시청길 4,www.kumhoenc.com,,02-6303-0114,02-6303-0750,아파트 건설업,1972-10-11,12월,00106313
삼성기업인수목적9호(주)  정보 더보기  rss,SAMSUNG SPECIAL PURPOSE ACQUISITION 9 COMPANY,삼성스팩9호,468510,오정헌,코스닥시장,110111-8743802,392-86-02861,서울특별시 서초구 서초대로74길 11,,,02-2020-6984,,금융 지원 서비스업,2023-09-14,12월,01786514
(주)원익큐엔씨  정보 더보기  rss,WONIK QnC CORPORATION,원익QnC,074600,백홍주  정보 더보기,코스닥시장,176011-0035615,513-81-31648,경상북도 구미시 산동읍 5공단3로 14 -,www.wonikqnc.com,,054-479-9500,054-479-9599,산업용 유리 제조업,2003-11-12,12월,00468374
제이더블유생명과학(주)  정보 더보기  rss,JW LIFESCIENCE CORPORATION,JW생명과학,234080,노정열  정보 더보기,유가증권시장,135011-0057395,133-81-25692,충청남도 당진시 송악읍 한진1길 28,www.jw-lifescience.co.kr,,041-351-7600,041-351-7655,의약품 제조업,1994-05-10,12월,00225706
가온전선(주)  정보 더보기  rss,"GAON CABLE CO.,LTD",가온전선,000500,정현  정보 더보기,유가증권시장,134111-0000567,123-81-00049,경기도 군포시 엘에스로45번길 120,www.gaoncable.com,,031-8068-3928,031-8068-3899,기타 절연선 및 케이블 제조업,1947-09-24,12월,00104768
오로라월드(주)  정보 더보기  rss,AURORA WORLD Corporation,오로라,039830,노재연  정보 더보기,코스닥시장,110111-0407456,215-81-02803,서울특별시 강남구 테헤란로 624 오로라빌딩,www.auroraworld.com,,02 -3420-4114,02-3420-4003,시각 디자인업,1985-09-25,12월,00141556
(주)프리엠스  rss,FreeMs Corporation,프리엠스,053160,"박흥식, 주흥식  정보 더보기",코스닥시장,110111-0660830,130-81-30556,경기도 부천시 오정구 삼작로178번길 14,www.freems.co.kr,,032-679-1477,032-679-1480,배전반 및 전기 자동제어반 제조업,1989-11-28,12월,00352064
LG전자(주)  정보 더보기  rss,LG ELECTRONICS INC.,LG전자,066570,조주완  정보 더보기,유가증권시장,110111-2487050,107-86-14075,서울특별시 영등포구 여의대로 128 LG트윈타워,www.lge.co.kr,www.lge.co.kr/company/investor/presentation#com-tabs01,02-3777-1114,3777-3428,통신 및 방송 장비 제조업,2002-04-01,12월,00401731
(주)메디아나  정보 더보기  rss,"MEDIANA Co.,LTD",메디아나,041920,곽민철  정보 더보기,코스닥시장,110111-1168502,211-86-37038,강원도 원주시 문막읍 동화공단로 132,www.mediana.co.kr,,033-742-5400,033-742-5483,전기식 진단 및 요법 기기 제조업,1995-06-19,12월,00273439
(주)상아프론테크  정보 더보기  rss,"SANG-A FRONTEC CO., LTD.",상아프론테크,089980,"이상원, 이상열(각자 대표이사)  정보 더보기",코스닥시장,120111-0038209,122-81-16548,인천광역시 남동구 남동대로369번길 18,www.sftc.co.kr,,032-451-7700,032-451-7707,플라스틱제품 제조업,1986-03-21,12월,00181299
(주)폴라리스세원  정보 더보기  rss,"Sewon Co.,Ltd",폴라리스세원,234100,김영관  정보 더보기,코스닥시장,134811-0015885,125-81-17473,경기도 평택시 산단로64번길 56,www.polaris-sewon.com,,031-615-6710,031-667-2900,자동차 신품 부품 제조업,1991-12-23,12월,00617998
(주)알톤  정보 더보기  rss,"Alton Co.,Ltd.",알톤,123750,김신성  정보 더보기,코스닥시장,110111-4313807,107-87-33730,경기도 성남시 중원구 갈마치로 302 성남우림라이온스밸리5차 제5층 제비동 507호,www.altonsports.co.kr,https://www.altonsports.co.kr/company/company_04_01,031-727-9100,041-531-2772,자전거 및 환자용 차량 제조업,2010-03-25,12월,00821607
(주)케이엑스하이텍  정보 더보기  rss,"KX HITECH CO.,LTD",KX하이텍,052900,강천석  정보 더보기,코스닥시장,164811-0010780,312-81-25747,충청남도 아산시 음봉면 연암율금로 330 비아이이엠티,www.kxhitech.com,,(041)539-6114,041-539-6120,기계장비 조립용 플라스틱제품 제조업,1997-03-05,12월,00276834
(주)인바디  정보 더보기  rss,"InBody Co., Ltd.",인바디,041830,차기철 (단독대표)  정보 더보기,코스닥시장,110111-1271834,220-81-13603,서울시 강남구 논현로2길 54(개포동 1164-21),www.inbody.com,,02 -501 -3939,02-578-5669,그 외 기타 의료용 기기 제조업,1996-05-15,12월,00269922
(주)네오팜  정보 더보기  rss,"NeopharmCO.,LTD.",네오팜,092730,김양수  정보 더보기,코스닥시장,160111-0100688,305-81-38977,대전 유성구 탑립동 928번지,neopharm.co.kr,,042-864-0038,042-864-0039,화장품 제조업,2000-07-01,12월,00551920
신한카드(주)  정보 더보기,"Shinhan Card Co.,Ltd",신한카드,032710,문동권  정보 더보기,기타법인,110111-0412926,202-81-48079,"서울특별시 중구 을지로 100 (을지로2가, 파인애비뉴) A동",www.shinhancard.com,,02-1544-7000,02-6950-1542,신용카드 및 할부금융업,1985-12-17,12월,00307897
(주)동아엘텍  rss,"DONGAELTEKCo.,Ltd",동아엘텍,088130,"박재규, 최귀상(각자 대표이사)  정보 더보기",코스닥시장,134111-0065470,138-81-19462,경기도 안양시 동안구 시민대로327번길 12-24 (주)동아엘텍 빌딩,www.dongaeltek.co.kr,,031-345-1500,031-421-4053,특수 목적용 기계 제조업,1999-04-14,12월,00489243
하이즈항공(주)  정보 더보기  rss,"HIZEAERO Co.,Ltd.",하이즈항공,221840,하상헌,코스닥시장,110111-2376401,215-86-17709,경상남도 사천시 사남면 공단5로 24,www.hizeaero.com,,055-850-8800,055-756-7802,"항공기, 우주선 및 부품 제조업",2001-11-16,12월,00688358
(주)와이어블  정보 더보기  rss,Wiable Corp.,와이어블,065530,"장병권, 김문환(각자대표이사)  정보 더보기",코스닥시장,110111-1359630,214-86-12657,서울특별시 송파구 법원로11길 28 BK타워 11층,www.wiable.co.kr,,(02)2077-3114,02-431-3116,그 외 기타 전기 통신업,1996-12-30,12월,00250137
동국산업(주)  정보 더보기  rss,DONGKUK INDUSTRIES COMPANY,동국산업,005160,이원휘  정보 더보기,코스닥시장,110111-0085583,202-81-47522,서울특별시 중구 다동길 46,www.dkis.co.kr,,02-316-7500,02-777-5029,냉간 압연 및 압출 제품 제조업,1967-09-01,12월,00172680
(주)동운아나텍  정보 더보기  rss,"DONGWOON ANATECH CO.,LTD.",동운아나텍,094170,김동철,코스닥시장,110111-3487546,214-87-92814,서울특별시 서초구 반포대로 22 서초 평화빌딩 12층,www.dwanatech.com,,02-3465-8765,02-3465-8766,전자집적회로 제조업,2006-07-01,12월,00695969
씨에스윈드(주)  rss,CS Wind Corporation,씨에스윈드,112610,방성훈  정보 더보기,유가증권시장,110111-3509887,212-81-76626,서울특별시 강남구 언주로 723 -,www.cswind.com,,02-6480-1800,0264801999,구조용 금속제품 제조업,2006-08-16,12월,00670340
(주)레이언스  정보 더보기  rss,"RAYENCE CO.,LTD.",레이언스,228850,서재정  정보 더보기,코스닥시장,134811-0216516,124-87-13025,경기도 화성시 삼성1로1길 14,www.rayence.com,https://www.rayence.com/ir_summary,031-8015-6277,031-8015-6197,방사선 장치 제조업,2011-05-02,12월,00899459
에이치디현대일렉트릭(주)  정보 더보기  rss,"HD HYUNDAI ELECTRIC CO.,LTD",HD현대일렉트릭,267260,조석  정보 더보기,유가증권시장,110111-6363850,266-86-00531,경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터,www.hyundai-elec.com,,02-746-7545,,"전동기, 발전기 및 전기 변환ㆍ 공급ㆍ제어 장치 제조업",2017-04-03,12월,01205851
씨제이씨지브이(주)  정보 더보기  rss,"CJ CGV CO.,LTD.",CJ CGV,079160,허민회  정보 더보기,유가증권시장,110111-1673220,104-81-45690,서울특별시 용산구 한강대로23길 55 아이파크몰 6층(한강로동),www.cgv.co.kr,,02-371-6660,02-2017-1420,영화관 운영업,1999-03-30,12월,00303873
보해양조(주)  정보 더보기  rss,"BOHAE BREWERY CO.,LTD",보해양조,000890,"임지선, 조영석  정보 더보기",유가증권시장,201111-0000036,411-81-00209,전라남도 목포시 호남로68번길 36 보해양조(주),www.bohae.co.kr,,061-243-3141,(061)242-7001,소주 제조업,1952-11-11,12월,00123541
주식회사 현대그린푸드  rss,"HYUNDAI GREEN FOOD CO., LTD",현대그린푸드,453340,박홍진,유가증권시장,134511-0623337,656-81-02756,경기도 용인시 수지구 문인로 30,hyundaigreenfood.com,,031-525-2233,,종합 소매업,2023-03-02,12월,01721809
(주)엠플러스  rss,mPlus Corp,엠플러스,259630,김종성,코스닥시장,134111-0106357,123-81-87371,충청북도 청주시 흥덕구 옥산면 옥산산단로 27 엠플러스 사옥,www.mplusi.co.kr,,043-272-7079,0432727078,특수 목적용 기계 제조업,2003-04-08,12월,00833064
(주)에코앤드림  정보 더보기  rss,"Eco&Dream Co., Ltd.",에코앤드림,101360,김민용,코스닥시장,110111-3085598,117-81-51806,충청북도 청주시 흥덕구 직지대로409번길 37,www.endss.com,,043-268-8588,043-268-8488,기타 화학제품 제조업,2004-09-16,12월,00619640
티케이지애강(주)  정보 더보기  rss,"TKG AIKANG CO., LTD",TKG애강,022220,서정환  정보 더보기,코스닥시장,154511-0001571,312-81-07981,충청북도 충주시 중앙탑면 기업도시로 422 -,www.jsak.co.kr,,043-723-2007,041-544-6714,"플라스틱 선, 봉, 관 및 호스 제조업",1990-01-22,12월,00140061
주식회사 시큐센  정보 더보기  rss,"SECUCEN CO., LTD.",시큐센,232830,이정주  정보 더보기,코스닥시장,110111-4736520,120-87-75882,서울특별시 영등포구 가마산로 343 (대림동 콤텍빌딩 3층),www.secucen.com/,,02-3495-0700,02-586-6052,시스템 소프트웨어 개발 및 공급업,2011-11-25,12월,01113499
(주)키다리스튜디오  정보 더보기  rss,"KidariStudio, Inc.",키다리스튜디오,020120,허흥범  정보 더보기,유가증권시장,110111-0539382,106-81-49784,서울특별시 성동구 연무장11길 8 성수2가 273-50,www.kidaristudio.com,,02-6320-8500,02-6320-8585,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",1987-07-29,12월,00140131
(주)슈프리마에이치큐  정보 더보기  rss,Suprema HQ Inc.,슈프리마에이치큐,094840,이재원,코스닥시장,110111-1960437,119-81-38018,경기도 성남시 분당구 정자일로 248 파크뷰 16층,www.suprema.co.kr,,031-783-4505,031-783-4506,통신 및 방송 장비 제조업,2000-05-04,12월,00599957
브릿지바이오테라퓨틱스 주식회사  정보 더보기  rss,"BRIDGE BIOTHERAPEUTICS, INC.",브릿지바이오,288330,이정규,코스닥시장,131111-0423499,224-87-00169,"경기도 성남시 분당구 판교로 255번길 58, 303호 (삼평동, 씨즈타워)",www.bridgebiorx.com,,031-8092-3282,031-8092-3284,기초 의약 물질 제조업,2015-09-17,12월,01227039
(주)유니포인트  정보 더보기  rss,UNIPOINT Corp.,유니포인트,121060,"안국필, 정우천(공동대표이사)  정보 더보기",코넥스시장,110111-1351660,116-81-62839,"경기도 과천시 과천대로12길 117디동 7층,8층(갈현동, 과천 펜타원)",www.unipoint.co.kr,,02-6676-5500,02-6676-5599,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1996-12-12,12월,00445869
현대에이디엠바이오(주)  정보 더보기  rss,Hyundai ADM Bio lnc.,현대ADM,187660,"김택성, 김광희(공동 대표이사)  정보 더보기",코스닥시장,110111-2887193,101-81-98897,"서울특별시 종로구 새문안로5길 19, 7층 711호(당주동, 로얄빌딩)",hdadmbio.com,,02-730-1457,02-722-0155,의학 및 약학 연구개발업,2003-10-31,12월,01409022
미원상사(주)  정보 더보기  rss,"MIWON COMMERCIAL CO.,LTD",미원상사,002840,"홍창식, 강신우(각자대표)  정보 더보기",유가증권시장,130111-0007707,134-81-02843,경기도 안산시 단원구 원시로 49 (목내동),www.mwc.co.kr,,031-472-9120,031-472-9234,기타 화학제품 제조업,1959-11-03,12월,00121932
미래에셋벤처투자 주식회사  정보 더보기  rss,"Mirae Asset Venture Investment Co.,Ltd.",미래에셋벤처투자,100790,김응석  정보 더보기,코스닥시장,110111-1710527,211-86-53095,경기도 성남시 분당구 판교역로241번길 20,venture.miraeasset.co.kr,,070-4800-2104,02-6205-2680,기타 금융업,1999-06-08,12월,00340096
(주)세우글로벌  정보 더보기  rss,"SEWOO GLOBAL CO,. LTD",세우글로벌,013000,안백순  정보 더보기,유가증권시장,110111-0227177,107-81-07055,인천광역시 남구 염전로261번길 26-48,www.sewooglobal.co.kr,,032-868-1100,032-868-0961,기타 전문 도매업,1978-03-01,12월,00134176
(주)슈프리마  정보 더보기  rss,Suprema Inc.,슈프리마,236200,"이재원, 김한철 각자대표  정보 더보기",코스닥시장,131111-0433589,431-87-00369,"경기도 성남시 분당구 정자일로 248, 16층",www.suprema.co.kr,,031-783-4505,031-783-4518,유선 통신장비 제조업,2015-12-31,12월,01124653
(주)아진엑스텍  정보 더보기  rss,"AJINEXTEK Co., Ltd.",아진엑스텍,059120,김창호,코스닥시장,180111-0248369,621-81-29249,대구광역시 달서구 성서공단로11길 27,www.ajinextek.com,,053-593-3700,053-593-3703,전자집적회로 제조업,1997-12-29,12월,00404288
(주)에스에이엠지엔터테인먼트  정보 더보기  rss,"SAMG ENTERTAINMENT CO.,LTD",SAMG엔터,419530,김수훈,코스닥시장,110111-2034562,214-86-64290,서울특별시 강남구 테헤란로 325 8층,www.samg.net,,02-535-6773,025234573,애니메이션 영화 및 비디오물 제작업,2000-07-26,12월,01082418
(주)티피씨  정보 더보기  rss,"TPC CO., LTD",티피씨글로벌,130740,이정훈  정보 더보기,코스닥시장,174811-0017627,515-81-13874,경상북도 경산시 진량읍 일연로 574,,,053-854-7500,053-850-8398,자동차 신품 부품 제조업,1999-01-01,12월,00578538
(주)경보제약  정보 더보기  rss,"KYONGBO PHARMACEUTICAL CO., LTD.",경보제약,214390,김태영  정보 더보기,유가증권시장,164811-0001961,312-81-04567,충청남도 아산시 실옥로 174,www.kbpharma.co.kr,,02-2175-2315,041-546-8427,기초 의약 물질 제조업,1987-03-31,12월,00101664
(주)엠씨넥스  정보 더보기  rss,"MCNEX CO.,LTD",엠씨넥스,097520,민동욱,유가증권시장,110111-3136383,119-81-77345,"인천광역시 연수구 송도과학로16번길 13-39 엠씨넥스 타워 송도동, 엠씨넥스타워",www.mcnex.co.kr,,02-2025-3600,02-2025-3606,비디오 및 기타 영상기기 제조업,2004-12-22,12월,00564562
(주)루켄테크놀러지스  rss,"LUKEN Technologies Co., Ltd.",루켄테크놀러지스,162120,안윤태,코넥스시장,134811-0145822,124-86-59494,경기도 용인시 처인구 양지면 중부대로2670번길 53-8(추계리),www.luken.co.kr,,070-8633-8009,031-337-1854,기타 전기장비 제조업,2007-10-02,12월,00886792
(주)케이씨티  정보 더보기  rss,Korea Computer Terminal Inc.,케이씨티,089150,"강창귀, 김선종 각자대표  정보 더보기",코스닥시장,135811-0088245,124-86-03350,경기도 수원시 권선구 일월천로4번길 7-10 금제빌딩,www.kctinc.co.kr,,02-6377-5622,02-829-3190,컴퓨터시스템 통합 자문 및 구축 서비스업,2002-12-14,12월,00441447
주식회사에스코넥  정보 더보기  rss,"S Connect Co., LTD",에스코넥,096630,-  정보 더보기,코스닥시장,131111-0045540,129-81-32103,경기도 광주시 오포읍 마루들길172번길 30,www.s-connect.co.kr,,031-799-0700,031-799-0769,이동전화기 제조업,2000-01-11,12월,00573269
